id,titulo,genero,presupuesto,recaudacion,duracion,fecha_estreno,puntuacion,roi
1246049,Drácula,Terror,52000000,33698490,130,2025-07-30,7.148,-0.3519521153846154
1317288,Marty Supreme,Drama,65000000,133526731,150,2025-12-19,7.7,1.0542574
1054867,Una batalla tras otra,Suspense,175000000,206311045,162,2025-09-23,7.425,0.17892025714285714
1234821,Jurassic World: El renacer,Ciencia ficción,180000000,869146189,133,2025-07-01,6.316,3.828589938888889
1228246,Five Nights at Freddy's 2,Terror,36000000,239309958,104,2025-12-03,6.729,5.647498833333334
1456349,Un simple accidente,Drama,6000000,9602793,105,2025-09-27,7.182,0.6004655
575265,Misión: Imposible - Sentencia final,Acción,400000000,598767057,169,2025-05-17,7.195,0.4969176425
1062722,Frankenstein,Drama,120000000,480678,149,2025-10-17,7.686,-0.99599435
1061474,Superman,Ciencia ficción,225000000,616823803,129,2025-07-09,7.374,1.7414391244444445
1272837,28 años después: El templo de los huesos,Terror,63000000,58586229,109,2026-01-14,7.29,-0.07005985714285715
1511417,Baahubali: The Epic,Acción,65000000,3500000,224,2025-10-29,6.05,-0.9461538461538461
269149,Zootrópolis,Animación,150000000,1025521689,108,2016-02-11,7.759,5.83681126
1223601,Sisu: Camino a la venganza,Acción,12200000,9724644,89,2025-10-21,7.397,-0.20289803278688526
524047,Greenland: El último refugio,Acción,34000000,52300000,120,2020-07-29,7.128,0.538235294117647
911430,F1 la película,Acción,250000000,631627111,155,2025-06-25,7.776,1.526508444
533533,TRON: Ares,Ciencia ficción,220000000,142249983,119,2025-10-08,6.501,-0.35340916818181817
1236153,Sin piedad,Ciencia ficción,60000000,49463290,100,2026-01-19,6.699,-0.17561183333333333
76600,Avatar: El sentido del agua,Acción,350000000,2353096253,192,2022-12-14,7.599,5.723132151428572
1206008,Ella McCay,Comedia,35000000,4546837,115,2025-12-11,5.8,-0.8700903714285714
617126,Los Cuatro Fantásticos: Primeros pasos,Ciencia ficción,200000000,521858728,115,2025-07-23,7.0,1.60929364
1214931,Núremberg,Historia,11800000,37009109,150,2025-11-06,7.363,2.1363651694915253
798645,The Running Man,Acción,110000000,68615641,133,2025-11-11,6.8,-0.37622144545454544
680493,Return to Silent Hill,Terror,23000000,19300000,106,2026-01-21,5.1,-0.1608695652173913
1315303,Primate,Terror,21000000,36335958,89,2026-01-01,6.269,0.7302837142857143
980477,Ne Zha 2,Animación,80000000,2259822417,144,2025-01-29,8.114,27.2477802125
1218925,Chainsaw Man - La película: El arco de Reze,Animación,4100000,174502910,100,2025-09-19,8.3,41.561685365853656
1220564,El agente secreto,Crimen,5000000,7691569,161,2025-07-23,7.6,0.5383138
299536,Vengadores: Infinity War,Aventura,300000000,2052415039,149,2018-04-25,8.235,5.841383463333333
1087192,Cómo entrenar a tu dragón,Fantasía,150000000,636351148,125,2025-06-06,7.946,3.2423409866666666
1137179,야당,Crimen,9500000,24508523,123,2025-04-16,6.9,1.5798445263157894
639988,No hay otra opción,Crimen,12200000,36314308,139,2025-09-24,7.6,1.9765826229508197
693134,Dune: Parte dos,Ciencia ficción,190000000,714844358,167,2024-02-27,8.131,2.7623387263157895
634649,Spider-Man: No Way Home,Acción,200000000,1921847111,148,2021-12-15,7.933,8.609235555
496243,Parásitos,Comedia,11363000,257591776,132,2019-05-30,8.495,21.669345771363197
1242419,Roofman,Crimen,18000000,34263666,126,2025-10-08,7.178,0.903537
1010755,Strangers: Capítulo 3,Terror,8500000,3495000,92,2026-02-05,6.0,-0.5888235294117647
950387,Una película de Minecraft,Familia,150000000,958287780,100,2025-03-31,6.288,5.3885852
1197306,A Working Man,Acción,40000000,88200711,116,2025-03-26,6.685,1.205017775
438631,Dune,Ciencia ficción,165000000,410668500,155,2021-09-15,7.777,1.4889
533535,Deadpool y Lobezno,Acción,200000000,1338073645,127,2024-07-24,7.56,5.690368225
502356,Super Mario Bros: La película,Familia,100000000,1362000000,92,2023-04-05,7.596,12.62
346698,Barbie,Comedia,145000000,1447138421,114,2023-07-19,6.931,8.980264972413794
1083637,Kantara 2,Acción,14000000,91000000,165,2025-10-01,7.017,5.5
569094,Spider-Man: Cruzando el Multiverso,Animación,100000000,690897910,140,2023-05-31,8.335,5.9089791
402431,Wicked,Drama,150000000,758737211,162,2024-10-16,6.919,4.058248073333333
872585,Oppenheimer,Drama,100000000,952000000,181,2023-07-19,8.036,8.52
1197137,Black Phone 2,Terror,30000000,132235319,114,2025-10-15,6.76,3.4078439666666664
1184918,Robot salvaje,Animación,78000000,331982078,101,2024-09-12,8.313,3.256180487179487
1100988,28 años después,Terror,60000000,151308832,115,2025-06-18,6.617,1.5218138666666667
1241982,Vaiana 2,Animación,150000000,1059242164,100,2024-11-21,6.996,6.061614426666667
1022453,ది రాజాసాబ్,Comedia,50000000,21000000,186,2026-01-08,5.632,-0.58
385687,Fast & Furious X,Acción,340000000,704709660,140,2023-05-17,7.005,1.0726754705882353
1038392,Expediente Warren: El último rito,Terror,55000000,494656445,136,2025-09-03,6.919,7.993753545454545
